strata,filter,class,value,labels,variable,var_long,facet_label
0,biomass,str,0.2858646810054779,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6912683844566345,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.0030384764540940523,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,8.031593322753906,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2863309681415558,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.045718129724264145,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.8174656629562378,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.05478691682219505,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.22350993752479553,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.8528624176979065,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.4094075560569763,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.8220711946487427,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.0877861976623535,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3731420636177063,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.27635496854782104,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.1505378484725952,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.4339524507522583,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.8620253205299377,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.5492005944252014,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.21210014820098877,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.046579260379076004,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.6490148305892944,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2704683542251587,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.021432306617498398,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.002295904094353318,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6279017329216003,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.18610574305057526,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.7435131072998047,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.03369290381669998,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.284421443939209,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.48896217346191406,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.10747295618057251,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.06175873801112175,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7076935172080994,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.10738135129213333,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,3.040266752243042,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.6632593870162964,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.46124225854873657,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.19991028308868408,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.0940380096435547,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.5092291831970215,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.489867925643921,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.0683479309082031,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.623397171497345,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.19922985136508942,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.06896641105413437,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.6721576452255249,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.2426841259002686,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,2.527125358581543,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.9898262023925781,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.6421896815299988,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.7509201169013977,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.42219388484954834,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.079923391342163,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,2.581946849822998,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.24053072929382324,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,1.3250654935836792,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.9607467651367188,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.8896600604057312,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.2823140025138855,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.2401189804077148,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6308104991912842,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.6554064154624939,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.2745870351791382,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.8605777621269226,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.3225773572921753,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.6593600511550903,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.6309441328048706,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.13127821683883667,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.0929677486419678,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.27785584330558777,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.15194988250732422,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.9117521643638611,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.22068963944911957,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.9497871398925781,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.6258745193481445,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.29532700777053833,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.7536686658859253,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.8813165426254272,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.03088509663939476,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.3902488946914673,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,2.4612581729888916,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.36860907077789307,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.009839913807809353,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.964306116104126,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.1224620342254639,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.09944678097963333,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.9861925840377808,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.03355861082673073,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.3522332012653351,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.0018911361694336,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.21537193655967712,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.46307820081710815,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.865052580833435,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.4108685255050659,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.6402401328086853,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.08831892907619476,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.23500479757785797,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.12161906063556671,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.8852534294128418,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.005407815333455801,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.181903839111328,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.5283524990081787,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.643916130065918,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.0852644070982933,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.728553295135498,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.41352933645248413,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.3161613941192627,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.33938324451446533,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.2854442596435547,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.36043232679367065,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.8227183222770691,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.07240090519189835,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.8007922172546387,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,3.5757367610931396,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,1.0425597429275513,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.5878665447235107,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.6678432822227478,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,1.6041550636291504,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.8266245126724243,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.8008161187171936,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.4601955711841583,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.1595691293478012,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,1.3608769178390503,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.25792455673217773,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,1.0338869094848633,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.07631891965866089,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.1898842751979828,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.34019771218299866,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,4.013969421386719,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.039520859718322754,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,0.4200650453567505,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,1.281105399131775,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.3342026472091675,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.36964717507362366,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.24507032334804535,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.651704728603363,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,5.146090984344482,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
0,biomass,str,0.6793993711471558,No Pressure (0),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
0,complexity,str,0.2290067821741104,No Pressure (0),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
0,cover,str,0.061939578503370285,No Pressure (0),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
0,cum,dhi,0.8193725347518921,No Pressure (0),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
0,height,str,0.2740815281867981,No Pressure (0),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
0,var,dhi,2.8104634284973145,No Pressure (0),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.3973528742790222,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.2536904811859131,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.04549450799822807,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,1.0323566198349,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.1972968429327011,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,2.1342356204986572,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,1.8261600732803345,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.5723192691802979,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.25624024868011475,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,1.6302884817123413,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,1.3372445106506348,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,1.315118432044983,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.5702787041664124,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.08805568516254425,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.09388945251703262,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,1.9912490844726563,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.15373551845550537,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,0.7617402672767639,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.1287776082754135,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.4253372550010681,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,7.150654564611614e-4,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,1.274603247642517,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.13649526238441467,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,1.5178911685943604,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.9347471594810486,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.6004706025123596,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.26713621616363525,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,3.9978089332580566,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.8180797100067139,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,0.23592624068260193,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.3131519556045532,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.15766042470932007,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.0010822233743965626,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.0039444598369300365,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.12005995213985443,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,3.1424152851104736,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.6225622296333313,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,1.0532504320144653,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.35675135254859924,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.010002088733017445,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,1.994262933731079,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,0.79248046875,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.935217022895813,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.6510158777236938,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.21138809621334076,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.45468151569366455,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.6568499207496643,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,2.803168535232544,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,1.4907505512237549,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.08564513921737671,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.18526121973991394,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,3.406911611557007,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.24345852434635162,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,0.0410856157541275,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.6764647364616394,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.1644575148820877,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.1328001767396927,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,8.45351791381836,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.396244078874588,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,0.7659780383110046,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.1435127854347229,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.5601599812507629,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.02368008904159069,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.1432632952928543,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.7717409729957581,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,1.3816680908203125,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.2255694717168808,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.30080869793891907,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.03931568190455437,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.29067471623420715,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.15314695239067078,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,2.116046190261841,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,1.0373139381408691,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.1463470607995987,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.0995408296585083,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,1.5242799520492554,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.16810545325279236,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,1.5290871858596802,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,1.431450366973877,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.9208750128746033,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.23333606123924255,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.31823158264160156,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,1.477078914642334,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,1.2264288663864136,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,1.261415958404541,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.6430904865264893,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.4370206594467163,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
1,cum,dhi,0.6576385498046875,Low Pressure (0-4),CumDHI,Cumulative DHI,Productivity - Top 10% Cumulative DHI
1,height,str,0.7563405632972717,Low Pressure (0-4),elev_p95,Canopy Height,Structure - Top 10% Canopy Height
1,var,dhi,2.0563576221466064,Low Pressure (0-4),VarDHI,Variation DHI,Productivity - Top 10% Variation DHI
1,biomass,str,0.00534485187381506,Low Pressure (0-4),total_biomass,Aboveground Biomass,Structure - Top 10% Aboveground Biomass
1,complexity,str,0.7279125452041626,Low Pressure (0-4),elev_cv,Structural Complexity,Structure - Top 10% Structural Complexity
1,cover,str,0.03301900997757912,Low Pressure (0-4),percentage_first_returns_above_2m,Canopy Cover,Structure - Top 10% Canopy Cover
